	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr	mean	stdv
831	GO:0002168	0.7000402528940128	0.5757437812905744	2	21	instar larval development	BP	1.0	3121.285714285714	1672.8301124244547
832	GO:0035076	0.7002382287014922	0.6837491903639018	1	10	ecdysone receptor-mediated signaling pathway	BP	1.0	4723.7	2249.2943804669053
833	GO:0006506	0.7004420897909486	0.5241082965375503	3	33	GPI anchor biosynthetic process	BP	1.0	1862.4242424242425	829.636102422386
834	GO:0007271	0.702148951713977	0.6815420438068118	1	10	synaptic transmission, cholinergic	BP	1.0	3431.3	1609.320853652248
835	GO:0007603	0.7024108034255354	0.6812386008760511	1	10	phototransduction, visible light	BP	1.0	3170.3	1249.4582065839577
836	GO:0035202	0.7025113080695438	0.6811220704091857	1	10	tracheal pit formation in open tracheal system	BP	1.0	3644.1	1838.4493166796847
837	GO:0030708	0.702517729337357	0.6811146240751569	1	10	germarium-derived female germ-line cyst encapsulation	BP	1.0	3624.8	1392.5323550998735
838	GO:0030589	0.702650351185628	0.680960799486778	1	10	pseudocleavage involved in syncytial blastoderm formation	BP	1.0	3415.7	1881.1559238936045
839	GO:0061357	0.7027545341010497	0.680839918308102	1	10	positive regulation of Wnt protein secretion	BP	1.0	2990.4	1239.004778037599
840	GO:0007295	0.7027772725917424	0.6808135303981738	1	10	growth of a germarium-derived egg chamber	BP	1.0	4350.1	3504.548457362232
841	GO:0090328	0.7028354801704388	0.6807459727233686	1	10	regulation of olfactory learning	BP	1.0	5155.1	2412.9592391915785
842	GO:0035282	0.7028535689601968	0.6807249759054164	1	10	segmentation	BP	1.0	3700.8	2123.8142009130647
843	GO:2000177	0.7028769430361221	0.6806978424595811	1	10	regulation of neural precursor cell proliferation	BP	1.0	2933.3	708.4566394635596
844	GO:0045664	0.7030686073828122	0.6804752812700705	1	10	regulation of neuron differentiation	BP	1.0	4570.6	3881.055634746815
845	GO:0046579	0.7031170968727414	0.5712641764003517	2	22	positive regulation of Ras protein signal transduction	BP	1.0	2741.409090909091	1429.5596797962558
846	GO:0030010	0.7031456606238605	0.6803857713942651	1	10	establishment of cell polarity	BP	1.0	6809.7	2941.63444533817
847	GO:0033696	0.7037971775494438	0.6774755883329198	1	11	heterochromatin boundary formation	BP	1.0	3210.4545454545455	3162.031520849053
848	GO:0048488	0.7048978241527719	0.5187520995738016	3	33	synaptic vesicle endocytosis	BP	1.0	4177.848484848485	3181.3519245679577
849	GO:0061723	0.7065074656225324	0.6742941556783891	1	11	glycophagy	BP	1.0	2721.6363636363635	1909.069419792475
850	GO:0000132	0.7092266137250223	0.5638289838603079	2	22	establishment of mitotic spindle orientation	BP	1.0	4305.590909090909	2828.980038797969
851	GO:0008272	0.7099402098341947	0.6702281282857805	1	11	sulfate transport	BP	1.0	1471.8181818181818	698.9595928211401
852	GO:0046513	0.710573547273104	0.6694734495307141	1	11	ceramide biosynthetic process	BP	1.0	2038.4545454545455	793.1805209679414
853	GO:0016477	0.7111729360007564	0.4452928641608039	6	62	cell migration	BP	1.0	4221.225806451613	3939.039851158077
854	GO:0006887	0.7132243173000672	0.5090513016440845	3	32	exocytosis	BP	1.0	2922.4375	1895.9228613247296
855	GO:0007040	0.7169026380093684	0.6618537263886435	1	11	lysosome organization	BP	1.0	3053.6363636363635	2790.573654701493
856	GO:0006963	0.7170741088540297	0.5541402909646661	2	22	positive regulation of antibacterial peptide biosynthetic process	BP	1.0	2865.8636363636365	1846.5905756643058
857	GO:0046530	0.7206496418777968	0.6572748470748996	1	11	photoreceptor cell differentiation	BP	1.0	2929.090909090909	1391.6235419985635
858	GO:0035070	0.7234510884995117	0.6538179618068629	1	11	salivary gland histolysis	BP	1.0	2787.0	1466.5217972530043
859	GO:0007113	0.7239811536730246	0.653160626878512	1	11	endomitotic cell cycle	BP	1.0	2191.3636363636365	932.4385695317484
860	GO:0016079	0.7256494922374934	0.5433706743286897	2	22	synaptic vesicle exocytosis	BP	1.0	3821.090909090909	2353.9904593359397
861	GO:0007480	0.7260030635886957	0.4425271197943129	5	53	imaginal disc-derived leg morphogenesis	BP	1.0	4065.735849056604	2426.2756936393343
862	GO:0007076	0.7266273515787065	0.5421302854081829	2	22	mitotic chromosome condensation	BP	1.0	5178.681818181818	8820.025043184214
863	GO:0061331	0.7268516853910347	0.6495827430617236	1	11	epithelial cell proliferation involved in Malpighian tubule morphogenesis	BP	1.0	3470.6363636363635	2428.003342544025
864	GO:0099536	0.7270369461241531	0.6493507741208417	1	11	synaptic signaling	BP	1.0	2490.5454545454545	1351.6540280597872
865	GO:0009058	0.7278981924985154	0.6482706981779155	1	11	biosynthetic process	BP	1.0	1884.6363636363637	707.2505371606653
866	GO:0008585	0.7280134263884819	0.6481259736859012	1	11	female gonad development	BP	1.0	4757.909090909091	3435.654746506127
867	GO:0016573	0.7295931404239877	0.5369709005647486	2	24	histone acetylation	BP	1.0	2862.7916666666665	3294.136229463483
868	GO:0007436	0.730680924267403	0.6447617955256577	1	11	larval salivary gland morphogenesis	BP	1.0	3830.818181818182	1960.4009709603158
869	GO:1904262	0.7310907286780843	0.644242569613021	1	11	negative regulation of TORC1 signaling	BP	1.0	3464.3636363636365	2080.2425677059555
870	GO:0045463	0.7317912734217713	0.6414552729810208	1	12	R8 cell development	BP	1.0	3445.9166666666665	2162.212156501351
871	GO:0007432	0.731972401141032	0.6431233118189299	1	11	salivary gland boundary specification	BP	1.0	5090.363636363636	2064.9074499501194
872	GO:0035170	0.7320660087378428	0.6430043052989004	1	11	lymph gland crystal cell differentiation	BP	1.0	3180.3636363636365	1141.7815642651917
873	GO:0035158	0.7329874863417296	0.6418310083182723	1	11	regulation of tube diameter, open tracheal system	BP	1.0	4412.818181818182	2738.8546318150725
874	GO:0007465	0.7343777846645296	0.532208123468314	2	22	R7 cell fate commitment	BP	1.0	4265.5	2846.866726612068
875	GO:0050807	0.7345943977215441	0.639777155684855	1	11	regulation of synapse organization	BP	1.0	4447.0	3326.3510993825707
876	GO:1900074	0.734797472200825	0.6395168896929317	1	11	negative regulation of neuromuscular synaptic transmission	BP	1.0	5427.363636363636	3791.0366841400873
877	GO:0035220	0.7348401847390961	0.4164399366603061	6	65	wing disc development	BP	1.0	3763.769230769231	3159.1265529438347
878	GO:0010628	0.7351420412898837	0.4047577206070598	7	73	positive regulation of gene expression	BP	1.0	3558.753424657534	2255.675580122781
879	GO:0000387	0.7359524987220014	0.6331348920815612	1	14	spliceosomal snRNP assembly	BP	1.0	1313.4285714285713	1138.4761566162347
880	GO:0010001	0.7366372811352567	0.6371516521126016	1	11	glial cell differentiation	BP	1.0	4707.454545454545	3778.647457963001
881	GO:0045570	0.7371139334149837	0.636536725320946	1	11	regulation of imaginal disc growth	BP	1.0	5433.0	3973.4983899009517
882	GO:0048790	0.7371139334188092	0.6365367253169507	1	11	maintenance of presynaptic active zone structure	BP	1.0	7555.272727272727	3107.219367593332
883	GO:0070374	0.7391976310216224	0.5252257655840348	2	23	positive regulation of ERK1 and ERK2 cascade	BP	1.0	3613.913043478261	2069.5305267461545
884	GO:0007268	0.7395330594841014	0.3823326116254465	9	95	chemical synaptic transmission	BP	1.0	3927.7894736842104	2230.2038514083342
885	GO:0006457	0.7396193859961622	0.3985803533652783	7	80	protein folding	BP	1.0	1631.575	775.17802431119
886	GO:0046693	0.7401290030408121	0.6306942500824542	1	12	sperm storage	BP	1.0	2042.75	1082.052842594421
887	GO:0016925	0.7422118991034172	0.6249411030366567	1	14	protein sumoylation	BP	1.0	1610.2857142857142	1525.8254173009548
888	GO:0090307	0.7438309524017497	0.6258289368299957	1	12	mitotic spindle assembly	BP	1.0	2651.3333333333335	1638.0632025521957
889	GO:0031290	0.7449631517413513	0.6243300023262484	1	12	retinal ganglion cell axon guidance	BP	1.0	4117.25	2060.7776495375074
890	GO:0006383	0.7475007473426849	0.6209516466350096	1	12	transcription by RNA polymerase III	BP	1.0	2307.75	2005.7202831318893
891	GO:0042752	0.7480265228928297	0.5135972218214591	2	23	regulation of circadian rhythm	BP	1.0	3576.0	2000.6579787225219
892	GO:0000086	0.7490247690377765	0.6189100962265028	1	12	G2/M transition of mitotic cell cycle	BP	1.0	1828.0	756.2256056671624
893	GO:0036211	0.7495267140580884	0.6151683493103806	1	14	protein modification process	BP	1.0	1377.2142857142858	1017.3840529635255
894	GO:0001510	0.7522774982553676	0.6145208725036656	1	12	RNA methylation	BP	1.0	1721.0833333333333	615.841085878131
895	GO:0006897	0.7525105119355069	0.3945425845741868	6	66	endocytosis	BP	1.0	2991.757575757576	1839.374185905614
896	GO:0007051	0.7536309068522602	0.6126816615129639	1	12	spindle organization	BP	1.0	4273.416666666667	3403.5235285983
897	GO:0033500	0.7553968714310053	0.6085952384176236	1	13	carbohydrate homeostasis	BP	1.0	2840.153846153846	2609.637370804724
898	GO:0036011	0.7556656396630888	0.6099021339322734	1	12	imaginal disc-derived leg segmentation	BP	1.0	4129.333333333333	3138.6300178404094
899	GO:0034389	0.7561315742391042	0.6092631952301593	1	12	lipid droplet organization	BP	1.0	2119.25	935.2787574657443
900	GO:0007318	0.7571313322594995	0.607889120223621	1	12	pole plasm protein localization	BP	1.0	3192.0833333333335	1420.187807905075
901	GO:0035269	0.7589525653356008	0.6053750770805874	1	12	protein O-linked mannosylation	BP	1.0	2614.0	937.1885260358949
902	GO:0003007	0.7598985185606951	0.6040636780305502	1	12	heart morphogenesis	BP	1.0	2514.4166666666665	1542.811419580789
903	GO:0007062	0.7600590064634885	0.6038408081146031	1	12	sister chromatid cohesion	BP	1.0	6456.833333333333	11699.122159613325
904	GO:0018094	0.7619240262714697	0.6012426995063175	1	12	protein polyglycylation	BP	1.0	2633.8333333333335	970.0324593652639
905	GO:0007422	0.7628134769557198	0.4157844863467554	4	45	peripheral nervous system development	BP	1.0	4364.777777777777	3357.825274316623
906	GO:0043652	0.7629413524277036	0.5998191334649903	1	12	engulfment of apoptotic cell	BP	1.0	2628.5833333333335	1318.3912834924574
907	GO:0010312	0.7632347106448406	0.599407793561022	1	12	detoxification of zinc ion	BP	1.0	1897.4166666666667	352.28621373662764
908	GO:0042051	0.7636643158018979	0.4917692218636769	2	24	compound eye photoreceptor development	BP	1.0	4776.708333333333	3046.8968432265456
909	GO:0015012	0.7638555246148511	0.5985360631425722	1	12	heparan sulfate proteoglycan biosynthetic process	BP	1.0	2484.0833333333335	996.0775119046821
910	GO:0007035	0.7638657693574629	0.5985216636078773	1	12	vacuolar acidification	BP	1.0	3481.0	2623.3839152260325
911	GO:0048082	0.7641777173232578	0.5980829837148003	1	12	regulation of adult chitin-containing cuticle pigmentation	BP	1.0	4026.0	3893.372317156426
912	GO:0010884	0.7646971616265108	0.5973515626684509	1	12	positive regulation of lipid storage	BP	1.0	4672.166666666667	5412.323835983537
913	GO:0009047	0.7651997656155136	0.5966427249941588	1	12	dosage compensation by hyperactivation of X chromosome	BP	1.0	3850.0833333333335	1657.2517641330849
914	GO:0002385	0.7653536134052401	0.5964255263746171	1	12	mucosal immune response	BP	1.0	3846.1666666666665	1817.5332107618344
915	GO:0007619	0.765375514187632	0.4887886163190355	2	25	courtship behavior	BP	1.0	3174.16	2325.8892953878953
916	GO:0030713	0.765780609991547	0.5958221557305312	1	12	ovarian follicle cell stalk formation	BP	1.0	4408.5	2142.655575837299
917	GO:0008045	0.7662612793035761	0.3662878680335009	7	75	motor neuron axon guidance	BP	1.0	4266.12	2361.052251066602
918	GO:0045842	0.7664487054465627	0.5948764815770344	1	12	positive regulation of mitotic metaphase/anaphase transition	BP	1.0	2907.4166666666665	927.2245735107662
919	GO:0006261	0.7665280874844098	0.4871938497332296	2	25	DNA-templated DNA replication	BP	1.0	1965.52	1174.2049265779804
920	GO:0044719	0.7665824442844091	0.594686939786775	1	12	regulation of imaginal disc-derived wing size	BP	1.0	7430.416666666667	15099.176481176786
921	GO:0009755	0.7666633631983252	0.5945722186898453	1	12	hormone-mediated signaling pathway	BP	1.0	3304.5	1347.5431038251306
922	GO:0050907	0.7666891558300963	0.5945356456182217	1	12	detection of chemical stimulus involved in sensory perception	BP	1.0	2291.4166666666665	466.663415167244
923	GO:2000134	0.7670876188517335	0.5939702633951033	1	12	negative regulation of G1/S transition of mitotic cell cycle	BP	1.0	4150.75	1792.654090308557
924	GO:0006171	0.7671970108422277	0.5938149228325473	1	12	cAMP biosynthetic process	BP	1.0	4437.916666666667	1694.9116229828096
925	GO:0007286	0.7683098750178005	0.4841487839892719	2	26	spermatid development	BP	1.0	2572.8846153846152	3060.4587681100647
926	GO:0002098	0.7685542655116917	0.5901661686367783	1	13	tRNA wobble uridine modification	BP	1.0	1806.5384615384614	1270.8892474523263
927	GO:0001700	0.7704053511347991	0.434303309860727	3	35	embryonic development via the syncytial blastoderm	BP	1.0	3280.8285714285716	2031.4024217726221
928	GO:0007412	0.7739654276471806	0.5823652232136931	1	13	axon target recognition	BP	1.0	4033.230769230769	2162.1030770933035
929	GO:0008049	0.7755761957109257	0.3984956222090116	4	47	male courtship behavior	BP	1.0	3336.9148936170213	2644.3777116967626
930	GO:0001738	0.7756951705246233	0.5798434309310594	1	13	morphogenesis of a polarized epithelium	BP	1.0	4277.846153846154	2942.1612110344963
931	GO:0043066	0.7772312435347037	0.3628755385851618	6	69	negative regulation of apoptotic process	BP	1.0	2815.057971014493	2280.2374519376426
932	GO:0010529	0.7800133558355022	0.57348738387175	1	13	negative regulation of transposition	BP	1.0	2572.0	1226.5717702981378
933	GO:0007613	0.7814632735828811	0.4661533122277583	2	25	memory	BP	1.0	3290.96	1898.673715623619
934	GO:2000331	0.7820582486733623	0.4653003479604304	2	25	regulation of terminal button organization	BP	1.0	4637.32	3900.1634193453997
935	GO:0033209	0.7837911886996127	0.5678546266657646	1	13	tumor necrosis factor-mediated signaling pathway	BP	1.0	2620.6153846153848	1192.7657283977592
936	GO:0030833	0.7840596087361	0.4613153612113411	2	27	regulation of actin filament polymerization	BP	1.0	2229.8888888888887	1432.2126195695669
937	GO:0045088	0.7858116834789661	0.5648139968760342	1	13	regulation of innate immune response	BP	1.0	2353.0	1164.0732200074278
938	GO:0008343	0.786671542604106	0.562004902189335	1	14	adult feeding behavior	BP	1.0	2555.5714285714284	1836.1643528323505
939	GO:0031175	0.7881235221378393	0.5613106040169631	1	13	neuron projection development	BP	1.0	3826.846153846154	2789.823177362097
940	GO:0009966	0.788240513795968	0.5611326180079449	1	13	regulation of signal transduction	BP	1.0	2594.3076923076924	1481.2205665814613
941	GO:0007173	0.7882416207809553	0.4563667064677996	2	25	epidermal growth factor receptor signaling pathway	BP	1.0	3336.08	1686.941633133761
942	GO:1905515	0.7887762612510671	0.4544790492766458	2	27	non-motile cilium assembly	BP	1.0	2719.5555555555557	1627.6657071773025
943	GO:0043001	0.7893270763593777	0.557960824580493	1	14	Golgi to plasma membrane protein transport	BP	1.0	2165.8571428571427	1316.9906094221487
944	GO:0043484	0.7899891243462538	0.5569472058903236	1	14	regulation of RNA splicing	BP	1.0	2621.0	1330.931789601341
945	GO:0007094	0.7913711196196687	0.5548243291331084	1	14	mitotic spindle assembly checkpoint signaling	BP	1.0	2801.6428571428573	1671.5026860857379
946	GO:0030150	0.7920472306163113	0.4483200147104346	2	30	protein import into mitochondrial matrix	BP	1.0	1165.9333333333334	627.8347942642944
947	GO:0040015	0.7937751906542025	0.5526348261809133	1	13	negative regulation of multicellular organism growth	BP	1.0	3448.0	1255.287892201503
948	GO:0007091	0.7938423625618021	0.5525307498445946	1	13	metaphase/anaphase transition of mitotic cell cycle	BP	1.0	4015.076923076923	1756.6627215147942
949	GO:0051299	0.7948565544989629	0.5494279672798306	1	14	centrosome separation	BP	1.0	2658.0714285714284	1298.304084141292
950	GO:0007455	0.7957923522230067	0.4452829728923893	2	25	eye-antennal disc morphogenesis	BP	1.0	4237.52	1987.8576633149567
951	GO:1904801	0.796493619604869	0.5468721679437785	1	14	positive regulation of neuron remodeling	BP	1.0	4233.142857142857	3709.7345468595545
952	GO:0046329	0.7973426736708066	0.4424043709926594	2	26	negative regulation of JNK cascade	BP	1.0	3101.423076923077	3005.9825370939216
953	GO:0051225	0.7974742553886958	0.3957302213901249	3	38	spindle assembly	BP	1.0	2742.1315789473683	1552.6301652535935
954	GO:0046692	0.798261845661535	0.542771935496244	1	15	sperm competition	BP	1.0	1941.5333333333333	1767.8865297926286
955	GO:0050877	0.8015836343270987	0.4355351233985778	2	27	nervous system process	BP	1.0	3212.1111111111113	2435.529029660905
956	GO:0048675	0.8017320358414265	0.4358460751345384	2	26	axon extension	BP	1.0	4499.346153846154	2664.0976382879367
957	GO:0048542	0.8028326171790983	0.4341909423898299	2	26	lymph gland development	BP	1.0	3905.9615384615386	2280.4306017263366
958	GO:0060548	0.8036981362194147	0.5354598822088956	1	14	negative regulation of cell death	BP	1.0	3589.6428571428573	3839.318272951646
959	GO:0006952	0.8038483722618257	0.5280215623856913	1	22	defense response	BP	1.0	907.3636363636364	1233.9373619528426
960	GO:0045742	0.8079268971112411	0.5286334788672135	1	14	positive regulation of epidermal growth factor receptor signaling pathway	BP	1.0	3094.0	1621.8040660238303
961	GO:0048477	0.8084917491153186	0.2668280738286948	17	180	oogenesis	BP	1.0	3511.95	2387.120437018906
962	GO:0035010	0.8093616575745872	0.5249503993308733	1	15	encapsulation of foreign target	BP	1.0	2481.0	1731.7384714018838
963	GO:0000045	0.8104829809515917	0.422030246521942	2	27	autophagosome assembly	BP	1.0	2605.037037037037	2331.1989203059584
964	GO:0045476	0.8107856850970883	0.5239635978204433	1	14	nurse cell apoptotic process	BP	1.0	2220.5	790.9583472869208
965	GO:0045807	0.8118158402247095	0.5209204658586563	1	15	positive regulation of endocytosis	BP	1.0	3117.9333333333334	1783.4206259009368
966	GO:0019236	0.8121605151687439	0.5181441351444313	1	17	response to pheromone	BP	1.0	1151.4705882352941	633.616614239897
967	GO:0030317	0.8128297489561893	0.4184205211135081	2	27	flagellated sperm motility	BP	1.0	5190.444444444444	4564.492680692868
968	GO:0006974	0.8142975857008927	0.4161522382814431	2	27	cellular response to DNA damage stimulus	BP	1.0	2925.740740740741	1883.6513319062115
969	GO:0090303	0.815337821474542	0.5164340107843203	1	14	positive regulation of wound healing	BP	1.0	3938.785714285714	2698.6569722885556
970	GO:0035082	0.8154328913526685	0.5149199796732771	1	15	axoneme assembly	BP	1.0	3332.0666666666666	4211.927689576618
971	GO:0007294	0.8159440356679544	0.4135982336927294	2	27	germarium-derived oocyte fate determination	BP	1.0	3997.4814814814813	2973.0369479879505
972	GO:0007549	0.8162620173149764	0.5135341228621189	1	15	dosage compensation	BP	1.0	3464.133333333333	2086.278596501968
973	GO:0007009	0.8163759467471984	0.514700509484319	1	14	plasma membrane organization	BP	1.0	4774.571428571428	3000.324380422074
974	GO:0030322	0.816902417650016	0.5138190384022586	1	14	stabilization of membrane potential	BP	1.0	4974.928571428572	4876.970861160875
975	GO:0046664	0.817106189160044	0.51347743747701	1	14	dorsal closure, amnioserosa morphology change	BP	1.0	3435.214285714286	1828.6027913047017
976	GO:0007612	0.817362972178723	0.5130466292971917	1	14	learning	BP	1.0	4383.5	1898.128241565509
977	GO:0045451	0.8177453409663852	0.4107921588454889	2	27	pole plasm oskar mRNA localization	BP	1.0	2750.3333333333335	1356.3378798973522
978	GO:0008258	0.8192310028128009	0.3640657483750831	3	38	head involution	BP	1.0	3479.8684210526317	1823.5256361907489
979	GO:0050808	0.8200152941263323	0.3189255453074416	5	60	synapse organization	BP	1.0	3905.883333333333	2702.4292102456425
980	GO:0006325	0.8209895357206981	0.2856820834645598	8	110	chromatin organization	BP	1.0	2245.309090909091	2531.3899370807567
981	GO:0007400	0.8234068627509721	0.4018906914241003	2	27	neuroblast fate determination	BP	1.0	4038.925925925926	3462.82569187229
982	GO:0035096	0.8238150317679378	0.4012440656625611	2	27	larval midgut cell programmed cell death	BP	1.0	3331.3703703703704	1980.121697497369
983	GO:0046855	0.8243764170340957	0.4997617040581238	1	15	inositol phosphate dephosphorylation	BP	1.0	1908.9333333333334	963.8493981023291
984	GO:0032509	0.8251371617935994	0.4972571856907285	1	16	endosome transport via multivesicular body sorting pathway	BP	1.0	2063.125	2979.6726933297555
985	GO:0051568	0.8261790385636798	0.4954546384100835	1	16	histone H3-K4 methylation	BP	1.0	3103.9375	3407.991792624177
986	GO:0070588	0.8273719119796716	0.3955810016333914	2	27	calcium ion transmembrane transport	BP	1.0	5475.555555555556	4543.4241886516265
987	GO:0051607	0.8274515597166575	0.3506612464352935	3	42	defense response to virus	BP	1.0	2479.8333333333335	1713.3807977027489
988	GO:0010506	0.8275130835421853	0.3513494969922882	3	39	regulation of autophagy	BP	1.0	2914.1794871794873	1754.1524196528921
989	GO:0012501	0.8278614792295943	0.493726969858042	1	15	programmed cell death	BP	1.0	2810.6666666666665	3446.8840937222644
990	GO:0007507	0.8285210746143106	0.349548539224526	3	40	heart development	BP	1.0	3336.15	2485.824778116913
991	GO:0045926	0.8291557712095072	0.4914669888009723	1	15	negative regulation of growth	BP	1.0	4479.333333333333	3617.2583110539517
992	GO:0061059	0.8297298332409143	0.4892620756982431	1	16	positive regulation of peptidoglycan recognition protein signaling pathway	BP	1.0	2454.8125	2144.914748269439
993	GO:0007220	0.830148880675411	0.4897259256011614	1	15	Notch receptor processing	BP	1.0	2897.0	1340.7668452543617
994	GO:0032008	0.8345421200038686	0.4807452984809081	1	16	positive regulation of TOR signaling	BP	1.0	2130.9375	1178.5844511929342
995	GO:0007409	0.834794686862128	0.3145960117588978	4	52	axonogenesis	BP	1.0	4317.346153846154	3980.363096524928
996	GO:0015986	0.8352356178244305	0.4759252547904452	1	20	proton motive force-driven ATP synthesis	BP	1.0	1003.85	660.5687151992593
997	GO:0046854	0.8359318913007547	0.3812482595369473	2	28	phosphatidylinositol phosphate biosynthetic process	BP	1.0	2956.285714285714	1695.9283563275656
998	GO:0006811	0.8359483598527901	0.4794354641864711	1	15	ion transport	BP	1.0	3866.4	1673.7054619416563
999	GO:0009888	0.8361887975278739	0.4790042290602049	1	15	tissue development	BP	1.0	6541.733333333334	3912.047996751687
1000	GO:0016059	0.8373822940758162	0.4768581269840781	1	15	deactivation of rhodopsin mediated signaling	BP	1.0	3601.4	1918.928999902463
1001	GO:0032504	0.8396054869422584	0.3068350532868937	4	56	multicellular organism reproduction	BP	1.0	1374.0	597.8080198286308
1002	GO:0006368	0.8411973021080474	0.4676596333542544	1	17	transcription elongation by RNA polymerase II promoter	BP	1.0	2032.5294117647059	1529.6271409436415
1003	GO:0007413	0.8429442660403794	0.4655201292300589	1	16	axonal fasciculation	BP	1.0	3127.8125	1724.5105906731192
1004	GO:0060025	0.8445673062928689	0.4625253389227562	1	16	regulation of synaptic activity	BP	1.0	3406.4375	1283.8300592733253
1005	GO:0016485	0.8449469001450429	0.2994761062358708	4	52	protein processing	BP	1.0	2670.8653846153848	1370.4145642952517
1006	GO:0000122	0.8478871511618735	0.2125236803906047	20	219	negative regulation of transcription by RNA polymerase II	BP	1.0	3233.009132420091	2081.1612252727323
1007	GO:0036158	0.8480608855416587	0.4560182133285608	1	16	outer dynein arm assembly	BP	1.0	3691.125	4088.296021495386
1008	GO:0055059	0.8485150154912937	0.3598814195794438	2	29	asymmetric neuroblast division	BP	1.0	3569.137931034483	2729.396203585592
1009	GO:0030968	0.8493107540900293	0.4536697275263833	1	16	endoplasmic reticulum unfolded protein response	BP	1.0	2415.1875	992.2460140226062
1010	GO:0000724	0.8494889102477656	0.3163022843147304	3	43	double-strand break repair via homologous recombination	BP	1.0	2521.9302325581393	1673.163865469817
1011	GO:0007367	0.85123559431323	0.3142483772130545	3	40	segment polarity determination	BP	1.0	4177.9	1974.7788838247184
1012	GO:0030838	0.8556579166910958	0.4415724629582743	1	16	positive regulation of actin filament polymerization	BP	1.0	3700.875	1411.7111901430121
1013	GO:0045880	0.856355274137192	0.3055512793193828	3	42	positive regulation of smoothened signaling pathway	BP	1.0	3806.0714285714284	2735.5349471865484
1014	GO:0042078	0.8567587658887971	0.4394446223319508	1	16	germ-line stem cell division	BP	1.0	3832.5	2069.7437643341264
1015	GO:0007479	0.8567757901111575	0.4394116458848445	1	16	leg disc proximal/distal pattern formation	BP	1.0	3420.9375	1334.2521533030217
1016	GO:0008306	0.8568348309347573	0.4392972653522774	1	16	associative learning	BP	1.0	4291.5	1808.6200195176432
1017	GO:0032508	0.8568451654614871	0.4392772414902827	1	16	DNA duplex unwinding	BP	1.0	3554.625	903.2986684231302
1018	GO:0007157	0.8598641746159118	0.3404007731248304	2	29	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	BP	1.0	4322.137931034483	3193.616388382838
1019	GO:0060271	0.8613040664432965	0.2383430098541829	7	89	cilium assembly	BP	1.0	2532.955056179775	1765.7141147588713
1020	GO:0031647	0.8623292945737032	0.4274607055866301	1	17	regulation of protein stability	BP	1.0	3874.294117647059	2989.4791552003107
1021	GO:0030717	0.8628078961245247	0.3348306391633244	2	30	oocyte karyosome formation	BP	1.0	3122.366666666667	1936.1927673199853
1022	GO:0001751	0.863536103417697	0.3335491377355228	2	30	compound eye photoreceptor cell differentiation	BP	1.0	3664.0666666666666	2422.469235213433
1023	GO:0045886	0.8638795968568309	0.2930917508741429	3	43	negative regulation of synaptic assembly at neuromuscular junction	BP	1.0	3884.0697674418607	2960.7828505575617
1024	GO:0019722	0.8645386914885826	0.4230684840960483	1	17	calcium-mediated signaling	BP	1.0	4185.058823529412	2549.6197518243252
1025	GO:0006491	0.8651847242293985	0.4217770032657045	1	17	N-glycan processing	BP	1.0	2791.823529411765	1292.6700245567479
1026	GO:0007189	0.8656037604553078	0.3298958353497432	2	30	adenylate cyclase-activating G protein-coupled receptor signaling pathway	BP	1.0	3754.4666666666667	1764.167995275834
1027	GO:0048010	0.8674317780389489	0.3266477215622072	2	30	vascular endothelial growth factor receptor signaling pathway	BP	1.0	3454.0	1766.1715847183893
1028	GO:0035071	0.8675793858026264	0.4169610938267096	1	17	salivary gland cell autophagic cell death	BP	1.0	3844.294117647059	2638.1092330037272
1029	GO:0016575	0.8675914591674678	0.4169366973797119	1	17	histone deacetylation	BP	1.0	3338.0	2799.326935911139
1030	GO:0045494	0.868688350702632	0.4147153395635059	1	17	photoreceptor cell maintenance	BP	1.0	3822.823529411765	2218.8602595051075
1031	GO:0006413	0.8691362798162068	0.2840019493167111	3	45	translational initiation	BP	1.0	1870.888888888889	1180.4169738269463
1032	GO:0008595	0.8694382715422264	0.4131910529225862	1	17	anterior/posterior axis specification, embryo	BP	1.0	3382.294117647059	1675.2925912914395
1033	GO:0007193	0.8694417915147958	0.4131838874751933	1	17	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	BP	1.0	4011.5882352941176	1867.2496307111708
1034	GO:0006281	0.8700876471930231	0.2450738997143278	5	67	DNA repair	BP	1.0	2648.492537313433	1859.387038889986
1035	GO:0030536	0.8703817737189798	0.4103114975086659	1	18	larval feeding behavior	BP	1.0	3156.1111111111113	2182.4316175844087
1036	GO:0002009	0.8715775196505849	0.4088175951601518	1	17	morphogenesis of an epithelium	BP	1.0	3417.6470588235293	1634.0026258592363
1037	GO:0060070	0.8717511235632426	0.408461028321313	1	17	canonical Wnt signaling pathway	BP	1.0	3521.5882352941176	1192.77738462521
1038	GO:0008345	0.8718910390685124	0.3179104488255538	2	32	larval locomotory behavior	BP	1.0	2923.96875	1770.4902302112366
1039	GO:0048812	0.872459681876327	0.4070031189479781	1	17	neuron projection morphogenesis	BP	1.0	3319.176470588235	1641.2476328657851
1040	GO:0009948	0.8728411580039348	0.4062164726945634	1	17	anterior/posterior axis specification	BP	1.0	3423.764705882353	1496.399385560976
