category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr
GO:0006310	0.49923119409446487	0.7794757025211174	2	15	DNA recombination	BP	1.0
GO:0007052	0.4996137384842757	0.669484272414473	6	51	mitotic spindle organization	BP	1.0
GO:0007298	0.5000985152482018	0.6265168245796227	11	95	border follicle cell migration	BP	1.0
GO:0006909	0.501066641462628	0.7323438287678866	3	24	phagocytosis	BP	1.0
GO:0071805	0.5014074025922131	0.703646510557174	4	32	potassium ion transmembrane transport	BP	1.0
GO:0008052	0.5023128882355372	0.8660623549453541	1	6	sensory organ boundary specification	BP	1.0
GO:0006898	0.5045483814657865	0.7752167166312158	2	15	receptor-mediated endocytosis	BP	1.0
GO:0007140	0.5050694457251338	0.7288703772920202	3	24	male meiotic nuclear division	BP	1.0
GO:0019430	0.5064802571936478	0.8603279542914889	1	7	removal of superoxide radicals	BP	1.0
GO:0044804	0.5100573714815404	0.8612328267534206	1	6	autophagy of nucleus	BP	1.0
GO:0009247	0.5129211866960495	0.8594179461602269	1	6	glycolipid biosynthetic process	BP	1.0
GO:0001748	0.5130505829866748	0.8593355714564337	1	6	insect visual primordium development	BP	1.0
GO:1990182	0.5133285696450094	0.8591584937186512	1	6	exosomal secretion	BP	1.0
GO:0090305	0.5139055277124647	0.8555483997295019	1	7	nucleic acid phosphodiester bond hydrolysis	BP	1.0
GO:0009266	0.5140641679211138	0.8586891971354864	1	6	response to temperature stimulus	BP	1.0
GO:0002121	0.5141755644252277	0.7673886928490645	2	15	inter-male aggressive behavior	BP	1.0
GO:0006616	0.5145376987549777	0.8551365282020995	1	7	SRP-dependent cotranslational protein targeting to membrane, translocation	BP	1.0
GO:0043433	0.5150315187443417	0.85807045422171	1	6	negative regulation of DNA-binding transcription factor activity	BP	1.0
GO:2000647	0.5154504267882194	0.8578019471669078	1	6	negative regulation of stem cell proliferation	BP	1.0
GO:0002807	0.5156117154268174	0.857698475396449	1	6	positive regulation of antimicrobial peptide biosynthetic process	BP	1.0
GO:0008593	0.5157119632082761	0.8576341378257364	1	6	regulation of Notch signaling pathway	BP	1.0
GO:0061909	0.5158553356940934	0.8542755470585603	1	7	autophagosome-lysosome fusion	BP	1.0
GO:0048513	0.5163310328739784	0.8572363954987171	1	6	animal organ development	BP	1.0
GO:0007276	0.5163985397216715	0.8571929783959644	1	6	gamete generation	BP	1.0
GO:0006497	0.5164020370285385	0.8571907288555134	1	6	protein lipidation	BP	1.0
GO:0043703	0.5164245560284825	0.8571762436127516	1	6	photoreceptor cell fate determination	BP	1.0
GO:0051453	0.5165416857316056	0.8571008845631956	1	6	regulation of intracellular pH	BP	1.0
GO:0051294	0.516572990148622	0.8570807393699222	1	6	establishment of spindle orientation	BP	1.0
GO:0016321	0.5167293000492449	0.7652867234782157	2	15	female meiosis chromosome segregation	BP	1.0
GO:0038004	0.516846483279289	0.8569046584485988	1	6	epidermal growth factor receptor ligand maturation	BP	1.0
GO:0008592	0.5168799339231298	0.8568831121947551	1	6	regulation of Toll signaling pathway	BP	1.0
GO:0046701	0.5168885025515333	0.8568775926138237	1	6	insecticide catabolic process	BP	1.0
GO:0007188	0.5170105263983408	0.7650545897424694	2	15	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	BP	1.0
GO:0007450	0.5172899061118983	0.8566188635803198	1	6	dorsal/ventral pattern formation, imaginal disc	BP	1.0
GO:0043984	0.5173466249346964	0.8565822795306834	1	6	histone H4-K16 acetylation	BP	1.0
GO:0008654	0.5173556831538123	0.8565764363348113	1	6	phospholipid biosynthetic process	BP	1.0
GO:0035172	0.5173604576791022	0.8565733563610627	1	6	hemocyte proliferation	BP	1.0
GO:0045465	0.5173879282019498	0.8565556346881508	1	6	R8 cell differentiation	BP	1.0
GO:0050850	0.5173949103062687	0.8565511301819838	1	6	positive regulation of calcium-mediated signaling	BP	1.0
GO:0046665	0.5173949615588673	0.8565510971172194	1	6	amnioserosa maintenance	BP	1.0
GO:2000370	0.5173949615588673	0.8565510971172194	1	6	positive regulation of clathrin-dependent endocytosis	BP	1.0
GO:0035262	0.5173949615588674	0.8565510971172194	1	6	gonad morphogenesis	BP	1.0
GO:0045677	0.5173949615588674	0.8565510971172194	1	6	negative regulation of R7 cell differentiation	BP	1.0
GO:0035309	0.5173949615729131	0.8565510971030037	1	6	wing and notum subfield formation	BP	1.0
GO:0008283	0.5176801449645314	0.8530775339272393	1	7	cell population proliferation	BP	1.0
GO:0016325	0.5182433843596241	0.7640354043868365	2	15	oocyte microtubule cytoskeleton organization	BP	1.0
GO:0007315	0.5188488066569396	0.7635339899211266	2	15	pole plasm assembly	BP	1.0
GO:0051726	0.5189295530157564	0.6667484123115086	5	42	regulation of cell cycle	BP	1.0
GO:0032465	0.5205233007094756	0.7621439988700032	2	15	regulation of cytokinesis	BP	1.0
GO:0045433	0.5206945332081148	0.7620015970887264	2	15	male courtship behavior, veined wing generated song production	BP	1.0
GO:0006123	0.5208823271902541	0.756318650050831	2	22	mitochondrial electron transport, cytochrome c to oxygen	BP	1.0
GO:0045475	0.521436958245312	0.6366317771557216	7	61	locomotor rhythm	BP	1.0
GO:0048190	0.523499251372588	0.6467601829487644	6	52	wing disc dorsal/ventral pattern formation	BP	1.0
GO:0007628	0.5242761838341858	0.7590118047177004	2	15	adult walking behavior	BP	1.0
GO:0035017	0.5247190150689109	0.7586406630352307	2	15	cuticle pattern formation	BP	1.0
GO:0019953	0.5255754801898169	0.568394343934434	20	220	sexual reproduction	BP	1.0
GO:0017183	0.5280054305719966	0.8461743151686744	1	7	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	BP	1.0
GO:0048846	0.5317961152284971	0.8435861674256683	1	7	axon extension involved in axon guidance	BP	1.0
GO:0007402	0.5341174907271624	0.8419867586783337	1	7	ganglion mother cell fate determination	BP	1.0
GO:0007626	0.5351194597299151	0.748683895719017	2	16	locomotory behavior	BP	1.0
GO:0030866	0.5371953539703281	0.6698984252495167	4	34	cortical actin cytoskeleton organization	BP	1.0
GO:0006646	0.5382361234407815	0.839121806711135	1	7	phosphatidylethanolamine biosynthetic process	BP	1.0
GO:0050766	0.5397989579058242	0.8380255056666278	1	7	positive regulation of phagocytosis	BP	1.0
GO:0042254	0.5402010398624291	0.7432839782450567	2	17	ribosome biogenesis	BP	1.0
GO:0016192	0.5420427165418754	0.5707314994459244	14	132	vesicle-mediated transport	BP	1.0
GO:0050482	0.5422796215838586	0.8362749211178472	1	7	arachidonic acid secretion	BP	1.0
GO:0034976	0.5426485195854052	0.6643585843791584	4	35	response to endoplasmic reticulum stress	BP	1.0
GO:0000472	0.5438583508222483	0.8324641117654801	1	8	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP	1.0
GO:0000480	0.5438583508222483	0.8324641117654801	1	8	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP	1.0
GO:0006020	0.5439685866341598	0.8350756654966229	1	7	inositol metabolic process	BP	1.0
GO:0006814	0.5458539784742813	0.62513280580796	6	52	sodium ion transport	BP	1.0
GO:0046426	0.546055567239633	0.7391896840588945	2	16	negative regulation of receptor signaling pathway via JAK-STAT	BP	1.0
GO:0048856	0.5477008635507477	0.6898406854611187	3	25	anatomical structure development	BP	1.0
GO:0000290	0.5477640093672116	0.8323587931838279	1	7	deadenylation-dependent decapping of nuclear-transcribed mRNA	BP	1.0
GO:0110069	0.5494657170389523	0.831130752118136	1	7	syncytial embryo cellularization	BP	1.0
GO:0045216	0.5499746922812279	0.8307622509773157	1	7	cell-cell junction organization	BP	1.0
GO:0035074	0.5517116270275577	0.8295005322564384	1	7	pupation	BP	1.0
GO:0007525	0.5527867659770174	0.6850764631101136	3	25	somatic muscle development	BP	1.0
GO:0035208	0.5539482715977431	0.8278662907302642	1	7	positive regulation of hemocyte proliferation	BP	1.0
GO:0006000	0.554045230235862	0.8277952028022586	1	7	fructose metabolic process	BP	1.0
GO:0016330	0.5546954037725232	0.8273179858917656	1	7	second mitotic wave involved in compound eye morphogenesis	BP	1.0
GO:0071482	0.5553676464122286	0.7309420500391667	2	16	cellular response to light stimulus	BP	1.0
GO:0048598	0.5586106078905771	0.8244249277234217	1	7	embryonic morphogenesis	BP	1.0
GO:0022008	0.5589896757823669	0.7276928869229725	2	16	neurogenesis	BP	1.0
GO:0070072	0.5598231793832893	0.8206761821807533	1	8	vacuolar proton-transporting V-type ATPase complex assembly	BP	1.0
GO:0048134	0.5609789689237672	0.8226586606065069	1	7	germ-line cyst formation	BP	1.0
GO:0022900	0.5611877445513236	0.8196429100186435	1	8	electron transport chain	BP	1.0
GO:0006637	0.5614454303554666	0.8223093354676396	1	7	acyl-CoA metabolic process	BP	1.0
GO:0002785	0.561699332982192	0.8221189910396515	1	7	negative regulation of antimicrobial peptide production	BP	1.0
GO:0005977	0.562142853813226	0.8189172376604186	1	8	glycogen metabolic process	BP	1.0
GO:0006390	0.5640045380055312	0.8203843363656435	1	7	mitochondrial transcription	BP	1.0
GO:0035207	0.5640507729518774	0.8203494247442668	1	7	negative regulation of hemocyte proliferation	BP	1.0
GO:0032446	0.5648352257319038	0.8197563693531918	1	7	protein modification by small protein conjugation	BP	1.0
GO:0044255	0.564851296961377	0.8197442050599624	1	7	cellular lipid metabolic process	BP	1.0
GO:0051156	0.5652519398116782	0.8194407737625764	1	7	glucose 6-phosphate metabolic process	BP	1.0
GO:0090309	0.565807708214961	0.8190192662057163	1	7	positive regulation of DNA methylation-dependent heterochromatin formation	BP	1.0
GO:0009913	0.5659903137668143	0.8188806240909148	1	7	epidermal cell differentiation	BP	1.0
GO:1902600	0.5664834018040832	0.6186405023161792	5	51	proton transmembrane transport	BP	1.0
GO:0061640	0.5665080827482207	0.8184871077535604	1	7	cytoskeleton-dependent cytokinesis	BP	1.0
GO:0007398	0.5672395695139005	0.8179301429046484	1	7	ectoderm development	BP	1.0
GO:0008016	0.5684250235051956	0.8170249835387886	1	7	regulation of heart contraction	BP	1.0
GO:0031629	0.5685369489605164	0.8169393598772606	1	7	synaptic vesicle fusion to presynaptic active zone membrane	BP	1.0
GO:0051168	0.5688590756833234	0.816692774347074	1	7	nuclear export	BP	1.0
GO:0006265	0.5689719215230848	0.8166063367198245	1	7	DNA topological change	BP	1.0
GO:0090251	0.5691391253818314	0.8164782094442136	1	7	protein localization involved in establishment of planar polarity	BP	1.0
GO:1990542	0.5702613128781343	0.8156166598131542	1	7	mitochondrial transmembrane transport	BP	1.0
GO:0008406	0.5709677395875471	0.6665858490015146	3	27	gonad development	BP	1.0
GO:0045448	0.5712898259430739	0.8148245395384104	1	7	mitotic cell cycle, embryonic	BP	1.0
GO:0007100	0.5717423651402767	0.8144752559557722	1	7	mitotic centrosome separation	BP	1.0
GO:0007312	0.5718548020606663	0.814388401976103	1	7	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification	BP	1.0
GO:0048060	0.5718811567714159	0.8143680396598256	1	7	negative gravitaxis	BP	1.0
GO:0046673	0.5719101637836679	0.8143456262951674	1	7	negative regulation of compound eye retinal cell programmed cell death	BP	1.0
GO:0042386	0.5721566987105615	0.8141550549792673	1	7	hemocyte differentiation	BP	1.0
GO:0019226	0.5724764004838224	0.8139077210422476	1	7	transmission of nerve impulse	BP	1.0
GO:0097105	0.5725912793303225	0.8138187897331739	1	7	presynaptic membrane assembly	BP	1.0
GO:0010941	0.5725947172773631	0.8138161278502998	1	7	regulation of cell death	BP	1.0
GO:0042690	0.5725965849652477	0.8138146817538094	1	7	negative regulation of crystal cell differentiation	BP	1.0
GO:0016057	0.5725966031387381	0.8138146676802571	1	7	regulation of membrane potential in photoreceptor cell	BP	1.0
GO:0045746	0.572647399932884	0.6345012488953026	4	37	negative regulation of Notch signaling pathway	BP	1.0
GO:0006874	0.5733440420113924	0.6648262497560203	3	26	cellular calcium ion homeostasis	BP	1.0
GO:0036098	0.5739305271467673	0.7129484311480974	2	17	male germ-line stem cell population maintenance	BP	1.0
GO:0046907	0.5764909172508967	0.7095928441830186	2	18	intracellular transport	BP	1.0
GO:0042052	0.5772627516651565	0.6302500310184925	4	36	rhabdomere development	BP	1.0
GO:0007527	0.5782425273289132	0.7089234354322472	2	17	adult somatic muscle development	BP	1.0
GO:0009631	0.5786118791657404	0.8060822407982375	1	8	cold acclimation	BP	1.0
GO:0006886	0.5788183975490203	0.5422725209694504	12	114	intracellular protein transport	BP	1.0
GO:0006272	0.5793447333316264	0.8054967174035212	1	8	leading strand elongation	BP	1.0
GO:0045167	0.5806953115521389	0.7066186662710836	2	17	asymmetric protein localization involved in cell fate determination	BP	1.0
GO:0006726	0.5823656884104862	0.8030699180862361	1	8	eye pigment biosynthetic process	BP	1.0
GO:0006612	0.5825975815571053	0.6546868595525343	3	28	protein targeting to membrane	BP	1.0
GO:0048665	0.5837250708852699	0.8019709503472103	1	8	neuron fate specification	BP	1.0
GO:0035152	0.584971181541915	0.8009597485793793	1	8	regulation of tube architecture, open tracheal system	BP	1.0
GO:0040011	0.5850234739079371	0.622460368671661	4	36	locomotion	BP	1.0
GO:0003382	0.5874728213330636	0.7989186591351027	1	8	epithelial cell morphogenesis	BP	1.0
GO:0007426	0.590642971452051	0.6971567381941514	2	17	tracheal outgrowth, open tracheal system	BP	1.0
GO:0006998	0.5909947745389014	0.7960199418965878	1	8	nuclear envelope organization	BP	1.0
GO:0000281	0.5927423733407903	0.5931600352792458	5	46	mitotic cytokinesis	BP	1.0
GO:0007254	0.5928274619425614	0.6950540568290863	2	17	JNK cascade	BP	1.0
GO:0045819	0.5939728468167766	0.7910880378609743	1	9	positive regulation of glycogen catabolic process	BP	1.0
GO:0007319	0.5949732970790305	0.7927097425579464	1	8	negative regulation of oskar mRNA translation	BP	1.0
GO:0008586	0.5954900277257247	0.5903308786875158	5	46	imaginal disc-derived wing vein morphogenesis	BP	1.0
GO:0019432	0.5955963971039488	0.7921878560186317	1	8	triglyceride biosynthetic process	BP	1.0
GO:0017158	0.5999029032320733	0.7885550738735971	1	8	regulation of calcium ion-dependent exocytosis	BP	1.0
GO:0098655	0.6010988661701873	0.787538166340071	1	8	cation transmembrane transport	BP	1.0
GO:0018991	0.6015347421082915	0.7826510007305196	1	10	oviposition	BP	1.0
GO:0007472	0.6019925217946293	0.6357454388530841	3	27	wing disc morphogenesis	BP	1.0
GO:0046628	0.6024338448501694	0.6846775685370334	2	18	positive regulation of insulin receptor signaling pathway	BP	1.0
GO:0042381	0.603382995958935	0.7855862196456386	1	8	hemolymph coagulation	BP	1.0
GO:0045874	0.6036482894027949	0.7853586722339475	1	8	positive regulation of sevenless signaling pathway	BP	1.0
GO:0050803	0.6049944447750115	0.6821490931980975	2	18	regulation of synapse structure or activity	BP	1.0
GO:0019730	0.6051419598290245	0.7840742623666115	1	8	antimicrobial humoral response	BP	1.0
GO:0018401	0.6051722499353365	0.6324982480222083	3	27	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	BP	1.0
GO:0030048	0.6052229222153244	0.7840044842365324	1	8	actin filament-based movement	BP	1.0
GO:0048803	0.606073439307551	0.6810798290782747	2	18	imaginal disc-derived male genitalia morphogenesis	BP	1.0
GO:2000377	0.6065984133233148	0.7828165088041694	1	8	regulation of reactive oxygen species metabolic process	BP	1.0
GO:0006006	0.6070560705487318	0.680104089213128	2	18	glucose metabolic process	BP	1.0
GO:0008363	0.6089548979579553	0.676472349294259	2	20	larval chitin-based cuticle development	BP	1.0
GO:0045176	0.6092924975504697	0.6778763240785557	2	18	apical protein localization	BP	1.0
GO:0055093	0.609741360017849	0.7775017146651109	1	9	response to hyperoxia	BP	1.0
GO:0000076	0.6132650601671141	0.7769913653672338	1	8	DNA replication checkpoint signaling	BP	1.0
GO:0006303	0.6150761121734907	0.7753894480842044	1	8	double-strand break repair via nonhomologous end joining	BP	1.0
GO:0048047	0.617391298795175	0.7706856397151309	1	9	mating behavior, sex discrimination	BP	1.0
GO:0006812	0.6177542145057806	0.5883230910712969	4	37	cation transport	BP	1.0
GO:0007030	0.6183664165884684	0.5276428328173484	8	77	Golgi organization	BP	1.0
GO:0035336	0.618798612013886	0.6682971243054834	2	18	long-chain fatty-acyl-CoA metabolic process	BP	1.0
GO:0043252	0.6188241418557082	0.7720474964709907	1	8	sodium-independent organic anion transport	BP	1.0
GO:0033962	0.6195721265311802	0.7687149644256857	1	9	P-body assembly	BP	1.0
GO:0030837	0.6196338689939443	0.7713207340270064	1	8	negative regulation of actin filament polymerization	BP	1.0
GO:0007366	0.6197435645470668	0.771222147075952	1	8	periodic partitioning by pair rule gene	BP	1.0
GO:0051647	0.6199361030486907	0.7710490309240703	1	8	nucleus localization	BP	1.0
GO:0006488	0.6202764987307862	0.7680758285674865	1	9	dolichol-linked oligosaccharide biosynthetic process	BP	1.0
GO:0035542	0.6206397007265934	0.7704155892736724	1	8	regulation of SNARE complex assembly	BP	1.0
GO:0046328	0.6208189426400812	0.7702540137612218	1	8	regulation of JNK cascade	BP	1.0
GO:0035023	0.6210787825690365	0.7700196355075277	1	8	regulation of Rho protein signal transduction	BP	1.0
GO:0045478	0.6212606570217534	0.7698554781952489	1	8	fusome organization	BP	1.0
GO:0002165	0.6213414336110492	0.7697825427208806	1	8	instar larval or pupal development	BP	1.0
GO:2000253	0.6213414336110492	0.7697825427208806	1	8	positive regulation of feeding behavior	BP	1.0
GO:0097320	0.6213709309824722	0.769755904463719	1	8	plasma membrane tubulation	BP	1.0
GO:0044528	0.6214547269653368	0.7696802182539162	1	8	regulation of mitochondrial mRNA stability	BP	1.0
GO:0007282	0.6214811137771172	0.7696563813626783	1	8	cystoblast division	BP	1.0
GO:0060729	0.6214863429817721	0.7696516572733729	1	8	intestinal epithelial structure maintenance	BP	1.0
GO:0014068	0.6214889163126489	0.7696493324872353	1	8	positive regulation of phosphatidylinositol 3-kinase signaling	BP	1.0
GO:0007440	0.621488916318157	0.7696493324815492	1	8	foregut morphogenesis	BP	1.0
GO:0032924	0.6214889163236651	0.7696493324758635	1	8	activin receptor signaling pathway	BP	1.0
GO:0042407	0.6221038040121689	0.7664117253764964	1	9	cristae formation	BP	1.0
GO:0070593	0.6261702229367717	0.6607445930744512	2	18	dendrite self-avoidance	BP	1.0
GO:0021782	0.6264765971547241	0.6604283198618557	2	18	glial cell development	BP	1.0
GO:0008284	0.6287589696746017	0.5548175099816479	5	48	positive regulation of cell population proliferation	BP	1.0
GO:0007395	0.6297477137607468	0.7593551017225386	1	9	dorsal closure, spreading of leading edge cells	BP	1.0
GO:0007517	0.6303825510378751	0.6051025416692817	3	29	muscle organ development	BP	1.0
GO:0043687	0.6304286295427208	0.7587189549560283	1	9	post-translational protein modification	BP	1.0
GO:0001682	0.6305860514789354	0.7563899751051968	1	10	tRNA 5'-leader removal	BP	1.0
GO:0015729	0.6320354349226898	0.7572128519958394	1	9	oxaloacetate transport	BP	1.0
GO:0071422	0.6320354349226898	0.7572128519958394	1	9	succinate transmembrane transport	BP	1.0
GO:0071423	0.6320354349226898	0.7572128519958394	1	9	malate transmembrane transport	BP	1.0
GO:0090263	0.6322898631304097	0.5510146959072911	5	48	positive regulation of canonical Wnt signaling pathway	BP	1.0
GO:0006913	0.6345822303199783	0.7548113786651294	1	9	nucleocytoplasmic transport	BP	1.0
GO:0007390	0.635540718798613	0.6500200752286585	2	19	germ-band shortening	BP	1.0
GO:2000035	0.6373051758285937	0.7522242847200445	1	9	regulation of stem cell division	BP	1.0
GO:0007007	0.6378947062303163	0.7516614942038617	1	9	inner mitochondrial membrane organization	BP	1.0
GO:0016318	0.6421903549371338	0.5923831106273515	3	29	ommatidial rotation	BP	1.0
GO:0022904	0.6448454829726205	0.7426805319732935	1	10	respiratory electron transport chain	BP	1.0
GO:0030334	0.6448836705640589	0.7449162748606043	1	9	regulation of cell migration	BP	1.0
GO:0048814	0.6448980117406081	0.6392005101978581	2	20	regulation of dendrite morphogenesis	BP	1.0
GO:0010043	0.6455469493179651	0.7442690480393892	1	9	response to zinc ion	BP	1.0
GO:0007029	0.6463426737462677	0.638524291513513	2	19	endoplasmic reticulum organization	BP	1.0
GO:0015918	0.6466736137555597	0.7390259660084645	1	11	sterol transport	BP	1.0
GO:0010888	0.6467045450973983	0.743136499652644	1	9	negative regulation of lipid storage	BP	1.0
GO:0043967	0.6469107310032516	0.7429343783692486	1	9	histone H4 acetylation	BP	1.0
GO:0001654	0.6493953634761822	0.6352307407568569	2	19	eye development	BP	1.0
GO:0032880	0.6494549428215526	0.6351662619448227	2	19	regulation of protein localization	BP	1.0
GO:0018230	0.6507177406475021	0.6329140204891139	2	20	peptidyl-L-cysteine S-palmitoylation	BP	1.0
GO:0061382	0.6511306905709544	0.7387711018776273	1	9	Malpighian tubule tip cell differentiation	BP	1.0
GO:0042744	0.6512411695830935	0.736347349819807	1	10	hydrogen peroxide catabolic process	BP	1.0
GO:0008104	0.6520458739475145	0.49104435422299475	8	79	protein localization	BP	1.0
GO:1901739	0.6526946840797029	0.7372151970703125	1	9	regulation of myoblast fusion	BP	1.0
GO:0006826	0.653022838429439	0.7368878473521219	1	9	iron ion transport	BP	1.0
GO:0000422	0.6539465680950218	0.6285961557041415	2	21	autophagy of mitochondrion	BP	1.0
GO:0070828	0.6543505903551592	0.7355601797938345	1	9	heterochromatin organization	BP	1.0
GO:0035212	0.654418987613018	0.6297671148735208	2	19	cell competition in a multicellular organism	BP	1.0
GO:0072347	0.6554016094155736	0.7345056108980754	1	9	response to anesthetic	BP	1.0
GO:2000060	0.6554599538620854	0.7344469755179943	1	9	positive regulation of ubiquitin-dependent protein catabolic process	BP	1.0
GO:0006364	0.655614985106538	0.5247970516710557	5	51	rRNA processing	BP	1.0
GO:0050821	0.6559500990701619	0.545333932158448	4	42	protein stabilization	BP	1.0
GO:0003384	0.6574694282267334	0.7324214340963584	1	9	apical constriction involved in gastrulation	BP	1.0
GO:0030154	0.6583980669908528	0.48404789331453085	8	79	cell differentiation	BP	1.0
GO:0018095	0.659448465835393	0.7304150356554147	1	9	protein polyglutamylation	BP	1.0
GO:0030382	0.6597687194975463	0.7300892730771734	1	9	sperm mitochondrion organization	BP	1.0
GO:0098656	0.6597807653407557	0.7300770141322843	1	9	anion transmembrane transport	BP	1.0
GO:0022409	0.6603442428612909	0.7295030903000737	1	9	positive regulation of cell-cell adhesion	BP	1.0
GO:0006959	0.6616608183277108	0.7197419426698831	1	14	humoral immune response	BP	1.0
GO:0001746	0.6617740686179234	0.7280425479621169	1	9	Bolwig's organ morphogenesis	BP	1.0
GO:0035209	0.6619441798945149	0.7278683793360634	1	9	pupal development	BP	1.0
GO:0009651	0.6621493700020178	0.7276581809870661	1	9	response to salt stress	BP	1.0
GO:0006816	0.6627095261992388	0.5687484232799828	3	31	calcium ion transport	BP	1.0
GO:0021556	0.6633285228853667	0.7264478222543302	1	9	central nervous system formation	BP	1.0
GO:0006882	0.6639129667360668	0.7258463765709395	1	9	cellular zinc ion homeostasis	BP	1.0
GO:0046680	0.6640751854576408	0.7256792580725293	1	9	response to DDT	BP	1.0
GO:0051897	0.6646576817475733	0.7250785193897462	1	9	positive regulation of protein kinase B signaling	BP	1.0
GO:0007418	0.6647924856532368	0.7249393491119036	1	9	ventral midline development	BP	1.0
GO:0000212	0.6691255739778947	0.6125450611935631	2	20	meiotic spindle organization	BP	1.0
GO:0002225	0.6719592052428494	0.6077799875882691	2	22	positive regulation of antimicrobial peptide production	BP	1.0
GO:0000902	0.6720846054623931	0.5063006866155142	5	51	cell morphogenesis	BP	1.0
GO:0007349	0.6722768191707365	0.5275215406376175	4	40	cellularization	BP	1.0
GO:0009060	0.6723452516856956	0.712614565670126	1	11	aerobic respiration	BP	1.0
GO:0015709	0.6724639344880481	0.7144780506268076	1	10	thiosulfate transport	BP	1.0
GO:0035041	0.6731168876872919	0.7137837509246538	1	10	sperm DNA decondensation	BP	1.0
GO:0030335	0.6738822944658325	0.6071587729410681	2	20	positive regulation of cell migration	BP	1.0
GO:0006964	0.6739927595451428	0.7128503546340594	1	10	positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	BP	1.0
GO:0006839	0.6759917504078115	0.7107111909196608	1	10	mitochondrial transport	BP	1.0
GO:0048167	0.6765265421822027	0.6033160971242371	2	21	regulation of synaptic plasticity	BP	1.0
GO:0008298	0.6781923002999006	0.6022336998426678	2	20	intracellular mRNA localization	BP	1.0
GO:0040008	0.6790928551346422	0.6011992223806962	2	20	regulation of growth	BP	1.0
GO:0010821	0.6820301303042653	0.7041735857319779	1	10	regulation of mitochondrion organization	BP	1.0
GO:0007279	0.683397726222503	0.5962281173717168	2	20	pole cell formation	BP	1.0
GO:0060294	0.6840168155525852	0.7019974617382495	1	10	cilium movement involved in cell motility	BP	1.0
GO:0043067	0.6849591441291827	0.7009608722604576	1	10	regulation of programmed cell death	BP	1.0
GO:0045175	0.6856362443059599	0.700214284203629	1	10	basal protein localization	BP	1.0
GO:0043697	0.6861928751133661	0.6995994251415547	1	10	cell dedifferentiation	BP	1.0
GO:0042593	0.6873484887313797	0.509853410117764	4	41	glucose homeostasis	BP	1.0
GO:0006906	0.6890358743951677	0.5880516393390146	2	22	vesicle fusion	BP	1.0
GO:0018108	0.689150980057367	0.6963150867394198	1	10	peptidyl-tyrosine phosphorylation	BP	1.0
GO:0008630	0.6907069286890066	0.6945761300442989	1	10	intrinsic apoptotic signaling pathway in response to DNA damage	BP	1.0
GO:0006122	0.6908337449177341	0.6879294817081493	1	14	mitochondrial electron transport, ubiquinol to cytochrome c	BP	1.0
GO:0000916	0.6918818648151674	0.69325775192143	1	10	actomyosin contractile ring contraction	BP	1.0
GO:0035088	0.6924732835166334	0.6925924145246796	1	10	establishment or maintenance of apical/basal cell polarity	BP	1.0
GO:0031453	0.6950660035762308	0.6896620154667289	1	10	positive regulation of heterochromatin formation	BP	1.0
GO:0001731	0.6951049984796662	0.6875100891264059	1	11	formation of translation preinitiation complex	BP	1.0
GO:0031145	0.6962377143286661	0.5802923392920711	2	21	anaphase-promoting complex-dependent catabolic process	BP	1.0
GO:0050829	0.6963603967831469	0.42548714479630145	10	113	defense response to Gram-negative bacterium	BP	1.0
GO:0007309	0.6969727532763748	0.6874926802785915	1	10	oocyte axis specification	BP	1.0
GO:0045196	0.6981518876530414	0.6840216515147806	1	11	establishment or maintenance of neuroblast polarity	BP	1.0
GO:0008033	0.6998953774349292	0.5751476391424273	2	22	tRNA processing	BP	1.0
GO:0002168	0.7000402528940128	0.5757437812905744	2	21	instar larval development	BP	1.0
GO:0035076	0.7002382287014922	0.6837491903639018	1	10	ecdysone receptor-mediated signaling pathway	BP	1.0
GO:0006506	0.7004420897909486	0.5241082965375503	3	33	GPI anchor biosynthetic process	BP	1.0
GO:0007271	0.702148951713977	0.6815420438068118	1	10	synaptic transmission, cholinergic	BP	1.0
GO:0007603	0.7024108034255354	0.6812386008760511	1	10	phototransduction, visible light	BP	1.0
GO:0035202	0.7025113080695438	0.6811220704091857	1	10	tracheal pit formation in open tracheal system	BP	1.0
GO:0030708	0.702517729337357	0.6811146240751569	1	10	germarium-derived female germ-line cyst encapsulation	BP	1.0
GO:0030589	0.702650351185628	0.680960799486778	1	10	pseudocleavage involved in syncytial blastoderm formation	BP	1.0
GO:0061357	0.7027545341010497	0.680839918308102	1	10	positive regulation of Wnt protein secretion	BP	1.0
GO:0007295	0.7027772725917424	0.6808135303981738	1	10	growth of a germarium-derived egg chamber	BP	1.0
GO:0090328	0.7028354801704388	0.6807459727233686	1	10	regulation of olfactory learning	BP	1.0
GO:0035282	0.7028535689601968	0.6807249759054164	1	10	segmentation	BP	1.0
